"Ticker","Year"
"XOM","2016"
"XOM","2017"
"XOM","2021"
"XRAY","2020"
"XRAY","2019"
"XRAY","2022"
"XRAY","2015"
"XRAY","2018"
"XRAY","2016"
"XRAY","2017"
"XRAY","2021"
"XRX","2020"
"XRX","2019"
"XRX","2018"
"XRX","2015"
"XRX","2016"
"XRX","2017"
"XYL","2020"
"XYL","2022"
"XYL","2019"
"XYL","2018"
"XYL","2015"
"XYL","2021"
"XYL","2016"
"XYL","2017"
"YUM","2020"
"YUM","2022"
"YUM","2019"
"YUM","2018"
"YUM","2015"
"YUM","2021"
"YUM","2016"
"YUM","2017"
"ZBH","2020"
"ZBH","2022"
"ZBH","2019"
"ZBH","2018"
"ZBH","2015"
"ZBH","2021"
"ZBH","2016"
"ZBH","2017"
"ZBRA","2020"
"ZBRA","2022"
"ZBRA","2019"
"ZBRA","2021"
"ZTS","2022"
"ZTS","2020"
"ZTS","2015"
"ZTS","2018"
"ZTS","2019"
"ZTS","2016"
"ZTS","2017"
"ZTS","2021"
