"symbol","fy","FY_symbol","AccountsReceivableTurnover","CurrentRatio","DebtToEquity","ROA","ROE","DaysSalesinAccountingReceivable","DepreciationOverPlant","TimesInterestEarned","SalesToTotalAssets","NetIncomeLossToSales","SalestoCash","SalestoWorkingCapital","SalesToFixedAssets","WorkingCaitalToAssets","EBITDAMarginRatio","CashFlowOperationsToDebt","ChangeInDepreciation","ChangeInCurrentRatio","ChangeInDebtToEquity","ChangeInWorkingCapital","ChangeInDepreciationOverPlant","ChangeInEquityOverFixedAssets","ChangeInTimesInterestEarned","ChangeInSalesToTotalAssets","ChangeInPreTaxIncomeToSales","ChangeInNetIncomeLossToSales","ChangeInSalestoWorkingCapital","ChangeInWorkingCaitalToAssets","ChangeInEBITDAMarginRatio","ChangeInDebt","DiscretionaryAccrualsBinary"
"AAPL",2021,"2021 AAPL",1.51002471580074,-0.636617860627946,1.66116102139465,1.7828996286829,1.59486924647547,-1.00223336100715,0.551307165983765,1.6248025690032,1.31451108562075,1.35546341565084,-0.195342333840448,1.65200696780227,1.57264041723657,-0.522998445626655,0.581420851234003,1.78154133233093,1.55078829504103,-0.901648796156637,1.54443583647117,-1.69892910333152,-0.803845983983838,-1.66612846076729,1.65725333776212,1.74050010324097,1.56127054105299,0.725839271679752,1.55679876905988,-1.8639968477007,1.29437435604617,1.54245804911366,"1"
"AAPL",2022,"2022 AAPL",1.52853124591191,-0.933856555902537,1.66116102139465,1.7828996286829,1.59486924647547,-1.00768308930654,0.38278790434686,1.6248025690032,1.54475007987529,1.29780103641882,0.393014386257295,-1.65871583935336,1.57264041723657,-1.19158470607598,0.495974187640763,1.78154133233092,-1.7600654181246,-0.579016445892645,1.61867162473862,-1.69892910333152,-1.19633482629243,-1.66612846076729,-0.863749877334842,0.702689749406298,-0.252255353877409,-0.129215627252268,-1.60782099114681,-1.61869115921768,-0.30666132064758,1.54245804911366,"0"
"ABBV",2019,"2019 ABBV",-0.545316377706195,1.8572023357534,-1.98660807288351,0.269126831087887,-1.87061476459222,0.379511950528413,-0.420045907631198,-0.27066007468387,-0.72146077372718,1.1349604598459,-1.10887247141147,-0.295585296781768,1.57264041723657,1.92354984983441,1.75012388439758,-0.408906542810599,-0.506017752094421,1.78841469799896,-1.66705611501102,1.72451733532927,-0.409621002732812,1.62793412398908,-0.407709116317592,-1.79352813046665,1.52265614048232,0.936099778897357,1.55679876905988,1.92834207003888,1.54806853912954,1.54245804911366,"0"
"ABBV",2020,"2020 ABBV",-0.792347473959725,-0.988592418297259,1.66116102139465,-0.695581370668759,0.841855568460526,0.824789647606346,-0.643238567919222,-0.771935266836049,-0.931715520209869,-0.237293915898766,-0.673940692878032,-1.60998850563977,1.57264041723657,-0.998929002543581,0.295219859106963,-0.500703158667162,1.55078829504103,-1.73932297301739,1.61867162473862,-1.69892910333152,-1.56056234556034,1.67198708585721,-1.19599156067127,-0.957160359979617,-1.68052792994552,-1.69588206013286,-1.60782099114681,-1.8639968477007,-1.65387070865733,1.54245804911366,"0"
"ABBV",2021,"2021 ABBV",-0.676125204014459,-1.06452730531678,1.66116102139465,0.107565686967683,1.59486924647547,0.596851898602876,-0.416354629020484,-0.298949662528656,-0.69032861111037,0.816954773922786,-0.641242394398481,-1.31956519050778,1.57264041723657,-1.1656625952424,1.07645010893791,-0.0353826210684828,1.55078829504103,-0.0794297000533,-1.66705611501102,-1.69892910333152,1.43779311151306,1.67198708585721,0.905995853001597,0.744696856349205,1.62847193137662,1.57352071402147,0.513878617170928,-0.328898532751962,1.66150779513702,-1.84863145770882,"0"
"ABBV",2022,"2022 ABBV",-0.80118307361417,-0.805563600616262,1.66116102139465,0.21609497270041,1.59486924647547,0.843710942448693,-0.412553500093723,0.042297718533385,-0.584651356708014,0.80178230586414,-0.58973207393906,-1.65871583935336,1.57264041723657,-0.812948147127379,1.52035500925812,0.284706430532644,-0.820161084483381,0.676593881026526,-1.66705611501102,1.72451733532927,-0.0483573834634386,1.67198708585721,0.621767966415535,0.233321405663397,1.62847193137662,-0.0641482689841438,-1.60782099114681,1.00611529885092,1.64106799918692,-1.84863145770882,"0"
"ABC",2018,"2018 ABC",1.62805592724228,-0.858073044901267,1.66116102139465,-0.472441996803371,1.59486924647547,-1.06974951683869,0.248755705952666,-0.394786921971559,1.76980309333038,-1.15341973822373,1.47306440731959,-1.65871583935336,1.57264041723657,-1.18968775527574,-1.30093755337235,-1.38783398113858,0.794605453625296,0.170704610050527,-1.66705611501102,0.513638681159524,1.15803217662341,0.576074354420508,-0.666046444362646,1.23285700039504,-0.0455494774167029,0.0747585449502087,-1.60782099114681,0.506298089029702,-0.00622210060329974,0.629346938067638,"0"
"ABC",2019,"2019 ABC",1.62805592724228,-0.824747315282206,1.66116102139465,-0.842846085665205,0.551721282311051,-1.04550439207343,0.364211262756544,-0.272667280367662,1.76980309333038,-1.20494029583091,1.47306440731959,-1.65871583935336,1.57264041723657,-1.05952989857448,-1.29647519911305,-1.14438183413691,-0.431321448615268,0.16722288286095,1.61867162473862,0.500915618145173,0.695470808752446,0.0947014687024342,0.14899542747994,1.28519010100294,-0.00335979743231309,-0.119810286147837,-1.60782099114681,0.434130991457531,0.0241555544255393,0.676673654088175,"0"
"ABC",2020,"2020 ABC",1.4555261903448,-0.786011628653153,-1.98660807288351,-2.02388416012442,1.59486924647547,-0.985860963318465,0.380754161514123,-0.1921900467186,1.76980309333038,-1.4338505860429,1.47306440731959,-1.65871583935336,1.57264041723657,-0.899477072811434,-1.30101603416225,-1.3055503377791,-1.62899290334818,0.179435699436783,-1.66705611501102,0.619677424064971,0.0365267344268009,-1.66612846076729,0.0591510883520794,-1.79352813046665,-0.0259806161011204,-0.391457860024525,-1.60782099114681,0.510962924696302,-0.00897134456486903,1.54245804911366,"0"
"ABC",2021,"2021 ABC",0.945005925015062,-0.844253700748569,1.66116102139465,-0.759027647548488,1.59486924647547,-0.804598296940188,0.157004123442097,-0.16278599189928,1.76980309333038,-1.18041594149787,1.47306440731959,-1.65871583935336,1.57264041723657,-1.12343933116082,-1.29943382196293,-1.32627001601403,1.55078829504103,-0.0394886981231105,1.61867162473862,-1.65616283294593,-1.56427552843484,0.974139791990505,-0.051040330071514,-1.79352813046665,-0.0299884415539252,0.347185968873725,1.55679876905988,-0.475979769381499,0.0135581792255009,1.54245804911366,"0"
"ABC",2022,"2022 ABC",1.24854120094586,-0.886323830287105,-1.98660807288351,-0.705972507407489,-1.87061476459222,-0.918910974973226,0.843216303871886,-0.206015307103906,1.76980309333038,-1.18118169549042,1.47306440731959,-1.65871583935336,1.57264041723657,-1.3271421622335,-1.29378292480157,-1.31687517535968,1.55078829504103,-0.0029810201956699,-1.66705611501102,-1.25349998112666,1.63990474152423,-0.254791646267118,-0.207748297956288,1.74050010324097,-0.0230480974647817,-0.0420864006554401,1.55679876905988,-0.423911778919218,0.0285287536678563,-0.587915729810358,"0"
"ABT",2018,"2018 ABT",-0.605396330507411,0.199469551981295,-0.514227669008162,-0.618884965079489,-0.587724702219589,0.474798935392018,-0.504129194497773,-0.468926483959255,-0.472122215009615,-0.472476794639392,-0.433770635534709,0.228546431122819,1.57264041723657,-0.0424122337226588,-0.0781184499226307,-0.0537647471801454,0.558579096557057,-1.73932297301739,-0.666238168833654,-1.69892910333152,0.32321613322383,0.3380217723511,0.606989965220436,0.936143090238824,1.19859247597552,0.885486616807597,0.636990135074563,-1.27996438921613,1.16484057053627,-1.84863145770882,"0"
"ABT",2019,"2019 ABT",-0.610642226046535,-0.0767257302532073,-0.525666868274183,-0.300731672870374,-0.374817290236534,0.483469332533335,-0.589157789937341,-0.299513594601579,-0.427243651160057,-0.0882560596939372,-0.40433118477691,0.36957345594338,1.57264041723657,-0.151152300691861,-0.168929347423047,-0.106177620315292,-0.767803862418554,-0.531511568661006,-0.0330162020869216,-0.766174378514434,-0.640130182327811,-1.66612846076729,0.251031567999407,0.00422232017881635,-0.288179892846843,0.547466580566414,0.219302537582707,-0.179851558061,-0.326398819073418,-0.259980837972536,"0"
"ABT",2020,"2020 ABT",-0.738625480592721,0.341251318590344,-0.505966083385193,-0.173057920855876,-0.278741569814871,0.714801817587819,-0.602376212155532,0.0292854428449361,-0.405698973203992,0.0560409963759633,-0.708077745534438,0.065733320174464,1.46971989624014,0.243920773157493,-0.182347400823255,0.218559746080481,1.55078829504103,1.03556176220229,0.0837861227224011,1.72451733532927,-0.161739559174451,-1.66612846076729,0.594910412774869,-0.083703453721835,-0.0992088988108277,0.180057011111168,-0.657876031114091,1.1149796063463,-0.0416347381194553,1.54245804911366,"0"
